Sample_ID	PLATE	PRIMER	BAR_CODE_ID	Animal_ID	Breed	DOB	Initial	Days_from_birth	Sex	Hide	Mask_given1	Treat_assign1	Treat_given1	Trt_date1	Treat_group1	Mask_given2	Treat_assign2	Treatment	Trtment_date2	Treat_group2	Time	Date_swabbed	Invitro_growth	Group	infected	Ulcer_positive	Age_group	Type	Run	Missed
693	8	3	213	8176F	Simmental	3/21/18	10/2/18	195	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
694	8	3	214	8062F	Simmental	3/2/18	10/2/18	214	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
695	8	3	215	8057F	Simmental	3/2/18	10/2/18	214	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
696	8	3	216	8007F	Simmental	2/15/18	10/2/18	229	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
697	8	3	217	8185F	Simmental	3/22/18	10/2/18	194	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
698	8	3	218	8193F	Simmental	3/26/18	10/2/18	190	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
699	8	3	219	8213F	Simmental	4/3/18	10/2/18	182	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
700	8	3	220	8212F	Simmental	4/2/18	10/2/18	183	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Keep
701	8	3	221	8039F	Simmental	2/27/18	10/2/18	217	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
702	8	3	222	8149F	Simmental	3/12/18	10/2/18	204	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
703	8	3	223	8142F	Simmental	3/10/18	10/2/18	206	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
704	8	3	224	8077F	Simmental	3/4/18	10/2/18	212	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
705	8	3	225	8115F	Simmental	3/8/18	10/2/18	208	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
706	8	3	226	8048F	Simmental	2/28/18	10/2/18	216	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
707	8	3	227	8200F	Simmental	3/29/18	10/2/18	187	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
708	8	3	228	8162F	Simmental	3/16/18	10/2/18	200	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
709	8	3	229	8159F_R	Simmental	3/15/18	10/2/18	201	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
710	8	3	230	8050F	Simmental	3/1/18	10/2/18	215	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
711	8	3	231	8203F	Simmental	3/29/18	10/2/18	187	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
712	8	3	232	8082F	Simmental	3/4/18	10/2/18	212	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
713	8	3	233	8224F	Simmental	4/10/18	10/2/18	175	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
714	8	3	234	8016F	Simmental	2/17/18	10/2/18	227	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
715	8	3	235	8205F	Simmental	3/30/18	10/2/18	186	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	M_bovoculi	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
716	8	3	236	8017F	Simmental	2/18/18	10/2/18	226	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
717	8	3	237	8010F	Simmental	2/16/18	10/2/18	228	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
718	8	3	238	8122F	Simmental	3/8/18	10/2/18	208	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
719	8	3	239	8095F	Simmental	3/6/18	10/2/18	210	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
720	8	3	240	8216F	Simmental	4/3/18	10/2/18	182	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Keep
721	8	3	241	8188F	Simmental	3/23/18	10/2/18	193	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
722	8	3	242	8160F	Simmental	3/16/18	10/2/18	200	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
723	8	3	243	8130F	Simmental	3/9/18	10/2/18	207	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
724	8	3	244	8190F	Simmental	3/23/18	10/2/18	193	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
725	8	3	245	8128F	Simmental	3/9/18	10/2/18	207	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
726	8	3	246	8230F	Simmental	4/14/18	10/2/18	171	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G4	sample_control	seq_4	Out
727	8	3	247	8071F	Simmental	3/3/18	10/2/18	213	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
728	8	3	248	8171F	Simmental	3/20/18	10/2/18	196	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
729	8	3	249	8146F	Simmental	3/11/18	10/2/18	205	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	M_bovis_R	1_4_period	After	After	G1	sample_control	seq_4	Keep
730	8	3	250	8227F	Simmental	4/11/18	10/2/18	174	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Keep
731	8	3	251	8161F	Simmental	3/16/18	10/2/18	200	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
732	8	3	252	8127F	Simmental	3/9/18	10/2/18	207	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
733	8	3	253	8196F	Simmental	3/28/18	10/2/18	188	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
734	8	3	254	8040F	Simmental	2/28/18	10/2/18	216	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
735	8	3	255	8052F	Simmental	3/1/18	10/2/18	215	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
736	8	3	256	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_4	Out
737	8	3	257	8129F	Simmental	3/9/18	10/2/18	207	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
738	8	3	258	8218F	Simmental	4/4/18	10/2/18	181	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G3	sample_control	seq_4	Keep
739	8	3	259	8183F	Simmental	3/22/18	10/2/18	194	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
740	8	3	260	8192F	Simmental	3/25/18	10/2/18	191	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
741	8	3	261	8020F	Simmental	2/20/18	10/2/18	224	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
742	8	3	262	8164F	Simmental	3/19/18	10/2/18	197	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
743	8	3	263	8058F	Simmental	3/2/18	10/2/18	214	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
744	8	3	264	8079F	Simmental	3/4/18	10/2/18	212	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
745	8	3	265	8038F	Simmental	2/27/18	10/2/18	217	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
746	8	3	266	8167F	Simmental	3/19/18	10/2/18	197	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Keep
747	8	3	267	8148F	Simmental	3/12/18	10/2/18	204	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
748	8	3	268	8145F	Simmental	3/10/18	10/2/18	206	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
749	8	3	269	8136F	Simmental	3/18/18	10/2/18	198	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
750	8	3	270	8154F	Simmental	3/14/18	10/2/18	202	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
751	8	3	271	8147F	Simmental	3/11/18	10/2/18	205	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
752	8	3	272	8155F	Simmental	3/14/18	10/2/18	202	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
753	8	3	273	8132F	Simmental	3/9/18	10/2/18	207	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	M_bovoculi	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
754	8	3	274	8080F	Simmental	3/4/18	10/2/18	212	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	M_bovoculi	1_4_period	After	After	G1	sample_control	seq_4	Out
755	8	3	275	8211F	Simmental	4/2/18	10/2/18	183	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	M_bovis_R	1_4_period	NONE	NONE	G3	sample_control	seq_4	Out
756	8	3	276	8091F	Simmental	3/5/18	10/2/18	211	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
757	8	3	277	8066F	Simmental	3/2/18	10/2/18	214	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	M_bovis_R	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
758	8	3	278	8129F	Simmental	3/9/18	10/2/18	207	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
759	8	3	279	8019F	Simmental	2/20/18	10/2/18	224	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
760	8	3	280	8159F_L	Simmental	3/15/18	10/2/18	201	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
761	8	3	281	8137F	Simmental	3/10/18	10/2/18	206	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
762	8	3	282	8060F	Simmental	3/2/18	10/2/18	214	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
763	8	3	283	8120F	Simmental	3/8/18	10/2/18	208	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	M_bovoculi	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
764	8	3	284	8096F	Simmental	3/6/18	10/2/18	210	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Keep
765	8	3	285	8173F	Simmental	3/20/18	10/2/18	196	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_4	Out
766	8	3	286	8085F	Simmental	3/5/18	10/2/18	211	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	After	After	G1	sample_control	seq_4	Out
767	8	3	287	8086F	Simmental	3/5/18	10/2/18	211	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
768	8	3	288	8094F	Simmental	3/6/18	10/2/18	210	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_4	Out
769	9	1	1	8143F	Simmental	3/10/18	10/2/18	206	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
770	9	1	2	8026F	Simmental	2/22/18	10/2/18	222	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	After	After	G1	sample_control	seq_6	Out
771	9	1	3	8239F	Simmental	4/28/18	10/2/18	157	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G4	sample_control	seq_6	Out
772	9	1	4	8151F	Simmental	3/13/18	10/2/18	203	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Out
773	9	1	5	8113F	Simmental	3/8/18	10/2/18	208	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Keep
774	9	1	6	8124F	Simmental	3/9/18	10/2/18	207	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Keep
775	9	1	7	8158F	Angus	3/15/18	10/2/18	201	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Out
776	9	1	8	8063F	Simmental	3/2/18	10/2/18	214	H	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
777	9	1	9	8030F	Angus	2/24/18	10/2/18	220	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
778	9	1	10	8106F	Simmental	3/7/18	10/2/18	209	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
779	9	1	11	8178F	Simmental	3/21/18	10/2/18	195	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Out
780	9	1	12	8054F	Angus	3/2/18	10/2/18	214	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G1	sample_control	seq_6	Out
781	9	1	13	8163F	Simmental	3/18/18	10/2/18	198	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Out
782	9	1	14	8174F	Simmental	3/20/18	10/2/18	196	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	4	10_2_18	NONE	1_4_period	NONE	NONE	G2	sample_control	seq_6	Keep
